dt,VitesseOrientation,posX,PosY,batterie
1441.8,50,158.435,69628.9,84945.6,22.8592
1441.9,50,99.3174,69634,84932.7,22.8499
1441.99,50,-19.4756,69647.7,84930.5,22.8407
1442.09,50,-66.9018,69643,84943.6,22.8314
1442.19,50,-68.2278,69630.3,84949,22.8222
1442.29,50,-88.4514,69617.4,84954.2,22.8129
1442.39,50,15.0434,69603.5,84954.5,22.8036
1442.49,50,113.943,69607.1,84967.9,22.7944
1442.59,50,153.271,69619.8,84962.3,22.7851
1442.69,50,139.45,69626,84949.9,22.7759
1442.79,50,144.908,69635.1,84939.3,22.7666
1442.89,50,21.0548,69643,84928,22.7573
1442.99,50,-54.0702,69648,84940.9,22.7481
1443.09,50,-83.2135,69636.8,84949.1,22.7388
1443.19,50,-80.0148,69623,84950.7,22.7296
1443.29,50,-38.3764,69609.3,84953.1,22.7203
1443.39,50,85.2166,69600.7,84964,22.711
1443.49,50,137.777,69614.5,84965.2,22.7018
1443.59,50,146.609,69623.9,84954.9,22.6925
1443.69,50,163.841,69631.5,84943.3,22.6833
1443.79,50,71.444,69635.4,84930,22.674
1443.89,50,-34.1278,69648.5,84934.4,22.6647
1443.99,50,-75.4659,69640.8,84945.9,22.6555
1444.09,50,-63.5768,69627.3,84949.4,22.6462
1444.19,50,-77.7824,69614.9,84955.6,22.637
1444.29,50,41.4764,69601.3,84958.5,22.6277
1444.39,50,124.395,69610.5,84968.9,22.6185
1444.49,50,157.668,69622,84961.1,22.6092
1444.59,50,149.255,69627.2,84948.2,22.5999
1444.69,50,124.685,69634.3,84936.3,22.5907
1444.79,50,-1.74448,69645.8,84928.4,22.5814
1444.89,50,-60.803,69645.3,84942.3,22.5722
1444.99,50,-76.9116,69633.2,84949,22.5629
1445.09,50,-88.3139,69619.7,84952.2,22.5536
1445.19,50,-10.0198,69605.8,84952.6,22.5444
1445.29,50,101.909,69603.4,84966.3,22.5351
1445.39,50,145.424,69617,84963.4,22.5259
1445.49,50,138.595,69624.9,84952,22.5166
1445.59,50,157.763,69634,84941.5,22.5073
1445.69,50,44.7108,69639.3,84928.7,22.4981
1445.79,50,-45.8633,69649.1,84938.5,22.4888
1445.89,50,-82.3156,69639.1,84948.2,22.4796
1445.99,50,-70.1485,69625.3,84950.1,22.4703
1446.09,50,-61.0597,69612.3,84954.8,22.461
1446.19,50,65.6296,69600.1,84961.5,22.4518
1446.29,50,131.926,69612.8,84967.2,22.4425
1446.39,50,154.701,69623.1,84958,22.4333
1446.49,50,159.07,69629,84945.4,22.424
1446.59,50,97.1902,69634,84932.4,22.4147
1446.69,50,-20.7112,69647.8,84930.7,22.4055
1446.79,50,-67.4697,69642.9,84943.7,22.3962
1446.89,50,-67.6021,69630,84949,22.387
1446.99,50,-87.9777,69617.2,84954.3,22.3777
1447.09,50,17.0274,69603.3,84954.8,22.3685
1447.19,50,114.817,69607.4,84968.1,22.3592
1447.29,50,153.791,69620,84962.2,22.3499
1447.39,50,139.973,69626.1,84949.8,22.3407
1447.49,50,143.684,69635.1,84939.1,22.3314
1447.59,50,19.2628,69643.3,84928,22.3222
1447.69,50,-54.6223,69647.9,84941.1,22.3129
1447.79,50,-82.9893,69636.5,84949.1,22.3036
1447.89,50,-80.7485,69622.8,84950.8,22.2944
1447.99,50,-36.3034,69609,84953,22.2851
1448.09,50,86.6287,69600.8,84964.2,22.2759
1448.19,50,138.259,69614.7,84965,22.2666
1448.29,50,145.892,69623.9,84954.7,22.2573
1448.39,50,163.828,69631.7,84943.2,22.2481
1448.49,50,69.4445,69635.6,84929.8,22.2388
1448.59,50,-35.0816,69648.6,84934.7,22.2296
1448.69,50,-76.1074,69640.6,84946.1,22.2203
1448.79,50,-63.6799,69627.1,84949.4,22.211
1448.89,50,-76.736,69614.7,84955.6,22.2018
1448.99,50,43.3722,69601.2,84958.8,22.1925
1449.09,50,125.04,69610.7,84968.9,22.1833
1449.19,50,157.725,69622.1,84960.9,22.174
1449.29,50,150.058,69627.3,84948,22.1647
1449.39,50,122.826,69634.3,84936,22.1555
1449.49,50,-3.31317,69645.9,84928.5,22.1462
1449.59,50,-61.2638,69645.1,84942.3,22.137
1449.69,50,-76.2348,69633,84949,22.1277
1449.79,50,-88.7027,69619.5,84952.3,22.1185
1449.89,50,-7.96108,69605.6,84952.6,22.1092
1449.99,50,102.967,69603.7,84966.4,22.0999
1450.09,50,146.084,69617.2,84963.3,22.0907
1450.19,50,138.274,69624.9,84951.7,22.0814
1450.29,50,156.901,69634.2,84941.4,22.0722
1450.39,50,42.7435,69639.6,84928.6,22.0629
1450.49,50,-46.6269,69649.1,84938.8,22.0536
1450.59,50,-82.6182,69639,84948.3,22.0444
1450.69,50,-70.9359,69625.2,84950.1,22.0351
1450.79,50,-59.5185,69612.1,84954.7,22.0259
1450.89,50,67.3083,69600.1,84961.7,22.0166
1450.99,50,132.415,69612.9,84967.1,22.0073
1451.09,50,154.181,69623.2,84957.7,21.9981
1451.19,50,159.684,69629.2,84945.2,21.9888
1451.29,50,95.067,69634,84932.2,21.9796
1451.39,50,-21.9196,69647.9,84930.9,21.9703
1451.49,50,-68.054,69642.7,84943.8,21.961
1451.59,50,-67.0048,69629.8,84949,21.9518
1451.69,50,-87.4376,69617,84954.4,21.9425
1451.79,50,19.0109,69603.1,84955.1,21.9333
1451.89,50,115.678,69607.7,84968.2,21.924
1451.99,50,154.286,69620.2,84962.2,21.9147
1452.09,50,140.549,69626.2,84949.7,21.9055
1452.19,50,142.425,69635,84938.9,21.8962
1452.29,50,17.4872,69643.5,84927.9,21.887
1452.39,50,-55.1634,69647.7,84941.2,21.8777
1452.49,50,-82.72,69636.3,84949.1,21.8685
1452.59,50,-81.4688,69622.5,84950.9,21.8592
1452.69,50,-34.2113,69608.8,84952.9,21.8499
1452.79,50,88.0127,69601,84964.4,21.8407
1452.89,50,138.751,69614.8,84964.9,21.8314
1452.99,50,145.181,69624,84954.5,21.8222
1453.09,50,163.739,69631.9,84943.1,21.8129
1453.19,50,67.4502,69635.8,84929.7,21.8036
1453.29,50,-36.022,69648.6,84935.1,21.7944
1453.39,50,-76.7355,69640.5,84946.3,21.7851
1453.49,50,-63.856,69627,84949.5,21.7759
1453.59,50,-75.6645,69614.5,84955.6,21.7666
1453.69,50,45.2522,69601,84959,21.7573
1453.79,50,125.667,69610.9,84968.8,21.7481
1453.89,50,157.739,69622.2,84960.7,21.7388
1453.99,50,150.853,69627.4,84947.9,21.7296
1454.09,50,120.923,69634.2,84935.7,21.7203
1454.19,50,-4.85994,69646.1,84928.6,21.711
1454.29,50,-61.7236,69644.9,84942.4,21.7018
1454.39,50,-75.5437,69632.7,84949,21.6925
1454.49,50,-89.0382,69619.3,84952.5,21.6833
1454.59,50,-5.91442,69605.4,84952.7,21.674
1454.69,50,104.005,69603.9,84966.5,21.6647
1454.79,50,146.748,69617.4,84963.2,21.6555
1454.89,50,138.014,69625,84951.5,21.6462
1454.99,50,156.002,69634.3,84941.2,21.637
1455.09,50,40.7834,69640,84928.5,21.6277
1455.19,50,-47.3719,69649.1,84939,21.6185
1455.29,50,-82.8852,69638.8,84948.5,21.6092
1455.39,50,-71.7369,69625,84950.2,21.5999
1455.49,50,-57.9253,69611.9,84954.5,21.5907
1455.59,50,68.9715,69600.1,84961.9,21.5814
1455.69,50,132.897,69613.1,84966.9,21.5722
1455.79,50,153.629,69623.2,84957.4,21.5629
1455.89,50,160.272,69629.4,84945,21.5536
1455.99,50,92.9503,69634.1,84931.9,21.5444
1456.09,50,-23.1011,69648,84931.2,21.5351
1456.19,50,-68.6541,69642.5,84944,21.5259
1456.29,50,-66.4401,69629.6,84949,21.5166
1456.39,50,-86.8346,69616.8,84954.6,21.5073
1456.49,50,20.994,69603,84955.4,21.4981
1456.59,50,116.525,69608,84968.3,21.4888
1456.69,50,154.752,69620.4,84962.1,21.4796
1456.79,50,141.173,69626.3,84949.6,21.4703
1456.89,50,141.126,69635,84938.7,21.461
1456.99,50,15.7279,69643.7,84927.9,21.4518
1457.09,50,-55.6943,69647.5,84941.3,21.4425
1457.19,50,-82.4066,69636,84949.1,21.4333
1457.29,50,-82.1752,69622.3,84951,21.424
1457.39,50,-32.1043,69608.5,84952.8,21.4147
1457.49,50,89.3681,69601.1,84964.6,21.4055
1457.59,50,139.255,69615,84964.8,21.3962
1457.69,50,144.479,69624.1,84954.2,21.387
1457.79,50,163.575,69632.1,84942.9,21.3777
1457.89,50,65.4597,69636.1,84929.6,21.3685
1457.99,50,-36.9495,69648.7,84935.4,21.3592
1458.09,50,-77.3475,69640.3,84946.5,21.3499
1458.19,50,-64.1038,69626.8,84949.5,21.3407
1458.29,50,-74.5674,69614.3,84955.6,21.3314
1458.39,50,47.1156,69600.9,84959.3,21.3222
1458.49,50,126.278,69611.1,84968.7,21.3129
1458.59,50,157.707,69622.3,84960.5,21.3036
1458.69,50,151.637,69627.6,84947.7,21.2944
1458.79,50,118.979,69634.1,84935.4,21.2851
1458.89,50,-6.38339,69646.3,84928.7,21.2759
1458.99,50,-62.1839,69644.8,84942.5,21.2666
1459.09,50,-74.8411,69632.5,84949,21.2573
1459.19,50,-89.3152,69619.1,84952.6,21.2481
1459.29,50,-3.87919,69605.2,84952.8,21.2388
1459.39,50,105.024,69604.2,84966.7,21.2296
1459.49,50,147.415,69617.7,84963.1,21.2203
1459.59,50,137.818,69625.1,84951.4,21.211
1459.69,50,155.071,69634.5,84941.1,21.2018
1459.79,50,38.8325,69640.3,84928.5,21.1925
1459.89,50,-48.098,69649,84939.3,21.1833
1459.99,50,-83.1151,69638.7,84948.6,21.174
1460.09,50,-72.5465,69624.9,84950.2,21.1647
1460.19,50,-56.2797,69611.6,84954.4,21.1555
1460.29,50,70.6186,69600.1,84962.1,21.1462
1460.39,50,133.374,69613.2,84966.7,21.137
1460.49,50,153.046,69623.3,84957.2,21.1277
1460.59,50,160.832,69629.6,84944.8,21.1185
1460.69,50,90.8421,69634.1,84931.7,21.1092
1460.79,50,-24.2568,69648,84931.5,21.0999
1460.89,50,-69.2691,69642.3,84944.1,21.0907
1460.99,50,-65.9125,69629.3,84949,21.0814
1461.09,50,-86.1729,69616.7,84954.7,21.0722
1461.19,50,22.9762,69602.8,84955.6,21.0629
1461.29,50,117.358,69608.2,84968.4,21.0536
1461.39,50,155.191,69620.6,84962,21.0444
1461.49,50,141.842,69626.4,84949.4,21.0351
1461.59,50,139.786,69635,84938.5,21.0259
1461.69,50,13.9843,69643.9,84927.9,21.0166
1461.79,50,-56.2158,69647.3,84941.4,21.0073
1461.89,50,-82.0499,69635.8,84949.1,20.9981
1461.99,50,-82.8671,69622,84951,20.9888
1462.09,50,-29.9866,69608.2,84952.8,20.9796
1462.19,50,90.695,69601.3,84964.8,20.9703
1462.29,50,139.772,69615.2,84964.6,20.961
1462.39,50,143.788,69624.1,84954,20.9518
1462.49,50,163.335,69632.3,84942.8,20.9425
1462.59,50,63.472,69636.3,84929.5,20.9333
1462.69,50,-37.8643,69648.7,84935.7,20.924
1462.79,50,-77.9412,69640.2,84946.7,20.9147
1462.89,50,-64.4216,69626.6,84949.6,20.9055
1462.99,50,-73.4435,69614.1,84955.6,20.8962
1463.09,50,48.9622,69600.8,84959.5,20.887
1463.19,50,126.873,69611.3,84968.6,20.8777
1463.29,50,157.631,69622.4,84960.3,20.8685
1463.39,50,152.411,69627.7,84947.5,20.8592
1463.49,50,116.997,69634.1,84935.2,20.8499
1463.59,50,-7.88221,69646.5,84928.9,20.8407
1463.69,50,-62.6464,69644.6,84942.6,20.8314
1463.79,50,-74.1302,69632.2,84949,20.8222
1463.89,50,-89.5293,69618.9,84952.8,20.8129
1463.99,50,-1.85442,69605,84952.9,20.8036
1464.09,50,106.026,69604.5,84966.8,20.7944
1464.19,50,148.08,69617.9,84963,20.7851
1464.29,50,137.689,69625.2,84951.2,20.7759
1464.39,50,154.109,69634.6,84940.9,20.7666
1464.49,50,36.8922,69640.6,84928.4,20.7573
1464.59,50,-48.8047,69649,84939.5,20.7481
1464.69,50,-83.3064,69638.5,84948.7,20.7388
1464.79,50,-73.3602,69624.7,84950.3,20.7296
1464.89,50,-54.5816,69611.4,84954.3,20.7203
1464.99,50,72.249,69600.1,84962.3,20.711
1465.09,50,133.845,69613.3,84966.5,20.7018
1465.19,50,152.437,69623.4,84956.9,20.6925
1465.29,50,161.359,69629.8,84944.6,20.6833
1465.39,50,88.7443,69634.2,84931.4,20.674
1465.49,50,-25.3874,69648.1,84931.8,20.6647
1465.59,50,-69.8979,69642.2,84944.3,20.6555
1465.69,50,-65.4263,69629.1,84949.1,20.6462
1465.79,50,-85.4567,69616.5,84954.8,20.637
1465.89,50,24.9568,69602.6,84955.9,20.6277
1465.99,50,118.176,69608.5,84968.5,20.6185
1466.09,50,155.599,69620.7,84962,20.6092
1466.19,50,142.547,69626.5,84949.3,20.5999
1466.29,50,138.403,69634.9,84938.3,20.5907
1466.39,50,12.2563,69644.1,84927.9,20.5814
1466.49,50,-56.7286,69647.1,84941.5,20.5722
1466.59,50,-81.6516,69635.5,84949.1,20.5629
1466.69,50,-83.5433,69621.7,84951.1,20.5536
1466.79,50,-27.862,69607.9,84952.7,20.5444
1466.89,50,91.9934,69601.4,84965,20.5351
1466.99,50,140.304,69615.3,84964.5,20.5259
1467.09,50,143.114,69624.2,84953.8,20.5166
1467.19,50,163.02,69632.5,84942.7,20.5073
1467.29,50,61.4861,69636.6,84929.4,20.4981
1467.39,50,-38.7666,69648.8,84936,20.4888
1467.49,50,-78.5142,69640.1,84946.9,20.4796
1467.59,50,-64.8068,69626.5,84949.6,20.4703
1467.69,50,-72.2912,69613.9,84955.5,20.461
1467.79,50,50.7919,69600.7,84959.8,20.4518
1467.89,50,127.453,69611.4,84968.5,20.4425
1467.99,50,157.508,69622.5,84960.1,20.4333
1468.09,50,153.173,69627.8,84947.3,20.424
1468.19,50,114.982,69634.1,84934.9,20.4147
1468.29,50,-9.35522,69646.6,84929,20.4055
1468.39,50,-63.1127,69644.4,84942.7,20.3962
1468.49,50,-73.414,69632,84949,20.387
1468.59,50,-89.6764,69618.7,84953,20.3777
1468.69,50,0.161051,69604.8,84953,20.3685
1468.79,50,107.013,69604.8,84966.9,20.3592
1468.89,50,148.741,69618.1,84962.9,20.3499
1468.99,50,137.631,69625.3,84951,20.3407
1469.09,50,153.12,69634.7,84940.7,20.3314
1469.19,50,34.9643,69641,84928.3,20.3222
1469.29,50,-49.4921,69648.9,84939.7,20.3129
1469.39,50,-83.4577,69638.4,84948.7,20.3036
1469.49,50,-74.1741,69624.6,84950.3,20.2944
1469.59,50,-52.8318,69611.2,84954.1,20.2851
1469.69,50,73.8617,69600.1,84962.5,20.2759
1469.79,50,134.312,69613.5,84966.4,20.2666
1469.89,50,151.803,69623.4,84956.7,20.2573
1469.99,50,161.849,69630,84944.4,20.2481
1470.09,50,86.658,69634.3,84931.2,20.2388
1470.19,50,-26.4941,69648.2,84932,20.2296
1470.29,50,-70.5387,69642,84944.5,20.2203
1470.39,50,-64.9864,69628.9,84949.1,20.211
1470.49,50,-84.6904,69616.3,84955,20.2018
1470.59,50,26.9349,69602.5,84956.3,20.1925
1470.69,50,118.978,69608.8,84968.6,20.1833
1470.79,50,155.976,69620.9,84961.9,20.174
1470.89,50,143.285,69626.6,84949.2,20.1647
1470.99,50,136.972,69634.9,84938.1,20.1555
1471.09,50,10.5436,69644.3,84927.9,20.1462
1471.19,50,-57.2332,69646.9,84941.6,20.137
1471.29,50,-81.2133,69635.2,84949.1,20.1277
1471.39,50,-84.2024,69621.5,84951.2,20.1185
1471.49,50,-25.7341,69607.7,84952.6,20.1092
1471.59,50,93.2635,69601.6,84965.1,20.0999
1471.69,50,140.852,69615.5,84964.3,20.0907
1471.79,50,142.459,69624.3,84953.6,20.0814
1471.89,50,162.633,69632.7,84942.6,20.0722
1471.99,50,59.5014,69636.9,84929.3,20.0629
1472.09,50,-39.6563,69648.8,84936.4,20.0536
1472.19,50,-79.0647,69640,84947,20.0444
1472.29,50,-65.2558,69626.3,84949.7,20.0351
1472.39,50,-71.1083,69613.7,84955.5,20.0259
1472.49,50,52.6046,69600.6,84960,20.0166
1472.59,50,128.02,69611.6,84968.4,20.0073
1472.69,50,157.34,69622.6,84959.9,19.9981
1472.79,50,153.922,69627.9,84947.1,19.9888
1472.89,50,112.939,69634,84934.6,19.9796
1472.99,50,-10.8014,69646.8,84929.2,19.9703
1473.09,50,-63.5848,69644.2,84942.8,19.961
1473.19,50,-72.6958,69631.8,84949,19.9518
1473.29,50,-89.7531,69618.5,84953.1,19.9425
1473.39,50,2.16851,69604.6,84953.2,19.9333
1473.49,50,107.984,69605.1,84967.1,19.924
1473.59,50,149.395,69618.4,84962.8,19.9147
1473.69,50,137.644,69625.4,84950.8,19.9055
1473.79,50,152.104,69634.8,84940.6,19.8962
1473.89,50,33.05,69641.3,84928.3,19.887
1473.99,50,-50.1602,69648.9,84939.9,19.8777
1474.09,50,-83.5676,69638.2,84948.8,19.8685
1474.19,50,-74.9849,69624.4,84950.4,19.8592
1474.29,50,-51.0319,69611,84954,19.8499
1474.39,50,75.4555,69600.2,84962.7,19.8407
1474.49,50,134.776,69613.6,84966.2,19.8314
1474.59,50,151.148,69623.5,84956.4,19.8222
1474.69,50,162.297,69630.2,84944.3,19.8129
1474.79,50,84.5839,69634.4,84931,19.8036
1474.89,50,-27.5781,69648.2,84932.3,19.7944
1474.99,50,-71.1895,69641.8,84944.6,19.7851
1475.09,50,-64.5971,69628.7,84949.1,19.7759
1475.19,50,-83.8785,69616.1,84955.1,19.7666
1475.29,50,28.9091,69602.3,84956.6,19.7573
1475.39,50,119.763,69609,84968.7,19.7481
1475.49,50,156.321,69621.1,84961.8,19.7388
1475.59,50,144.048,69626.6,84949.1,19.7296
1475.69,50,135.494,69634.8,84937.9,19.7203
1475.79,50,8.84608,69644.5,84928,19.711
1475.89,50,-57.7304,69646.7,84941.7,19.7018
1475.99,50,-80.737,69634.9,84949.1,19.6925
1476.09,50,-84.8425,69621.2,84951.3,19.6833
1476.19,50,-23.6065,69607.4,84952.6,19.674
1476.29,50,94.5057,69601.8,84965.3,19.6647
1476.39,50,141.416,69615.7,84964.2,19.6555
1476.49,50,141.827,69624.3,84953.4,19.6462
1476.59,50,162.175,69632.9,84942.4,19.637
1476.69,50,57.5174,69637.2,84929.2,19.6277
1476.79,50,-40.5333,69648.9,84936.7,19.6185
1476.89,50,-79.591,69639.9,84947.2,19.6092
1476.99,50,-65.7645,69626.2,84949.7,19.5999
1477.09,50,-69.8926,69613.5,84955.4,19.5907
1477.19,50,54.4005,69600.5,84960.2,19.5814
1477.29,50,128.575,69611.8,84968.3,19.5722
1477.39,50,157.127,69622.6,84959.6,19.5629
1477.49,50,154.659,69628,84946.8,19.5536
1477.59,50,110.871,69634,84934.3,19.5444
1477.69,50,-12.2201,69647,84929.3,19.5351
1477.79,50,-64.0647,69644,84942.9,19.5259
1477.89,50,-71.9788,69631.5,84949,19.5166
1477.99,50,-89.7568,69618.3,84953.3,19.5073
1478.09,50,4.1693,69604.4,84953.3,19.4981
1478.19,50,108.941,69605.4,84967.2,19.4888
1478.29,50,150.039,69618.6,84962.7,19.4796
1478.39,50,137.73,69625.5,84950.7,19.4703
1478.49,50,151.064,69634.9,84940.4,19.461
1478.59,50,31.1506,69641.6,84928.2,19.4518
1478.69,50,-50.8096,69648.8,84940.1,19.4425
1478.79,50,-83.6348,69638,84948.9,19.4333
1478.89,50,-75.7898,69624.2,84950.4,19.424
1478.99,50,-49.184,69610.7,84953.8,19.4147
1479.09,50,77.0291,69600.2,84962.9,19.4055
1479.19,50,135.237,69613.8,84966,19.3962
1479.29,50,150.475,69623.5,84956.2,19.387
1479.39,50,162.697,69630.4,84944.1,19.3777
1479.49,50,82.5223,69634.5,84930.8,19.3685
1479.59,50,-28.6406,69648.3,84932.6,19.3592
1479.69,50,-71.8481,69641.6,84944.8,19.3499
1479.79,50,-64.263,69628.4,84949.1,19.3407
1479.89,50,-83.0253,69615.9,84955.2,19.3314
1479.99,50,30.878,69602.1,84956.9,19.3222
1480.09,50,120.531,69609.3,84968.8,19.3129
1480.19,50,156.631,69621.2,84961.7,19.3036
1480.29,50,144.831,69626.7,84949,19.2944
1480.39,50,133.964,69634.7,84937.6,19.2851
1480.49,50,7.16379,69644.7,84928,19.2759
1480.59,50,-58.2205,69646.5,84941.8,19.2666
1480.69,50,-80.225,69634.7,84949.1,19.2573
1480.79,50,-85.4613,69621,84951.4,19.2481
1480.89,50,-21.4821,69607.1,84952.5,19.2388
1480.99,50,95.7203,69602,84965.5,19.2296
1481.09,50,141.997,69615.9,84964.1,19.2203
1481.19,50,141.223,69624.4,84953.1,19.211
1481.29,50,161.651,69633.1,84942.3,19.2018
1481.39,50,55.5338,69637.5,84929.1,19.1925
1481.49,50,-41.3972,69648.9,84937,19.1833
1481.59,50,-80.0915,69639.7,84947.4,19.174
1481.69,50,-66.3284,69626.1,84949.8,19.1647
1481.79,50,-68.6416,69613.3,84955.4,19.1555
1481.89,50,56.1799,69600.4,84960.4,19.1462
1481.99,50,129.119,69611.9,84968.2,19.137
1482.09,50,156.868,69622.7,84959.4,19.1277
1482.19,50,155.382,69628.2,84946.6,19.1185
1482.29,50,108.783,69634,84934,19.1092
1482.39,50,-13.6107,69647.1,84929.5,19.0999
1482.49,50,-64.5541,69643.8,84943,19.0907
1482.59,50,-71.2661,69631.3,84949,19.0814
1482.69,50,-89.6858,69618.1,84953.5,19.0722
1482.79,50,6.16472,69604.3,84953.5,19.0629
1482.89,50,109.884,69605.8,84967.3,19.0536
1482.98,50,150.671,69618.8,84962.6,19.0444
1483.08,50,137.889,69625.6,84950.5,19.0351
1483.18,50,149.998,69634.9,84940.2,19.0259
1483.28,50,29.2669,69641.9,84928.2,19.0166
1483.38,50,-51.4411,69648.7,84940.3,19.0073
1483.48,50,-83.6585,69637.8,84948.9,18.9981
1483.58,50,-76.5866,69624,84950.5,18.9888
1483.68,50,-47.2908,69610.5,84953.7,18.9796
1483.78,50,78.5812,69600.3,84963.1,18.9703
1483.88,50,135.697,69613.9,84965.9,18.961
1483.98,50,149.787,69623.6,84955.9,18.9518
1484.08,50,163.046,69630.6,84943.9,18.9425
1484.18,50,80.4728,69634.6,84930.6,18.9333
1484.28,50,-29.6829,69648.3,84932.9,18.924
1484.38,50,-72.5117,69641.5,84945,18.9147
1484.48,50,-63.9884,69628.2,84949.2,18.9055
1484.58,50,-82.1348,69615.7,84955.3,18.8962
1484.68,50,32.8399,69602,84957.2,18.887
1484.78,50,121.28,69609.5,84968.8,18.8777
1484.88,50,156.907,69621.4,84961.6,18.8685
1484.98,50,145.63,69626.8,84948.9,18.8592
1485.08,50,132.383,69634.7,84937.4,18.8499
1485.18,50,5.49694,69644.9,84928,18.8407
1485.28,50,-58.7042,69646.3,84941.9,18.8314
1485.38,50,-79.6798,69634.4,84949.1,18.8222
1485.48,50,-86.0559,69620.7,84951.6,18.8129
1485.58,50,-19.3637,69606.9,84952.5,18.8036
1485.68,50,96.9081,69602.3,84965.6,18.7944
1485.78,50,142.593,69616,84963.9,18.7851
1485.88,50,140.65,69624.5,84952.9,18.7759
1485.98,50,161.062,69633.3,84942.2,18.7666
1486.08,50,53.5505,69637.8,84929,18.7573
1486.18,50,-42.2475,69649,84937.3,18.7481
1486.28,50,-80.5649,69639.6,84947.6,18.7388
1486.38,50,-66.9423,69625.9,84949.8,18.7296
1486.48,50,-67.3525,69613.1,84955.3,18.7203
1486.58,50,57.943,69600.3,84960.6,18.711
1486.68,50,129.652,69612.1,84968,18.7018
1486.78,50,156.565,69622.8,84959.1,18.6925
1486.88,50,156.092,69628.3,84946.4,18.6833
1486.98,50,106.679,69634,84933.7,18.674
1487.08,50,-14.9728,69647.3,84929.7,18.6647
1487.18,50,-65.0551,69643.7,84943.1,18.6555
1487.28,50,-70.5613,69631.1,84949,18.6462
1487.38,50,-89.5391,69618,84953.6,18.637
1487.48,50,8.15601,69604.1,84953.7,18.6277
1487.58,50,110.815,69606.1,84967.5,18.6185
1487.68,50,151.287,69619,84962.5,18.6092
1487.78,50,138.12,69625.7,84950.4,18.5999
1487.88,50,148.907,69635,84940,18.5907
1487.98,50,27.3995,69642.2,84928.1,18.5814
1488.08,50,-52.0556,69648.5,84940.5,18.5722
1488.18,50,-83.6376,69637.6,84949,18.5629
1488.28,50,-77.3738,69623.8,84950.5,18.5536
1488.38,50,-45.3558,69610.2,84953.6,18.5444
1488.48,50,80.1102,69600.4,84963.3,18.5351
1488.58,50,136.157,69614,84965.7,18.5259
1488.68,50,149.087,69623.7,84955.7,18.5166
1488.78,50,163.337,69630.8,84943.8,18.5073
1488.88,50,78.435,69634.8,84930.5,18.4981
1488.98,50,-30.7065,69648.4,84933.3,18.4888
1489.08,50,-73.1779,69641.3,84945.2,18.4796
1489.18,50,-63.777,69628,84949.2,18.4703
1489.28,50,-81.2105,69615.5,84955.4,18.461
1489.38,50,34.7931,69601.8,84957.5,18.4518
1489.48,50,122.011,69609.7,84968.9,18.4425
1489.58,50,157.146,69621.5,84961.5,18.4333
1489.68,50,146.438,69626.9,84948.7,18.424
1489.78,50,130.75,69634.6,84937.1,18.4147
1489.88,50,3.84598,69645.1,84928.1,18.4055
1489.98,50,-59.182,69646,84941.9,18.3962
1490.08,50,-79.1041,69634.1,84949.1,18.387
1490.18,50,-86.6227,69620.5,84951.7,18.3777
1490.28,50,-17.2533,69606.6,84952.5,18.3685
1490.38,50,98.0697,69602.5,84965.8,18.3592
1490.48,50,143.205,69616.2,84963.8,18.3499
1490.58,50,140.113,69624.6,84952.7,18.3407
1490.68,50,160.414,69633.5,84942,18.3314
1490.78,50,51.5681,69638.1,84929,18.3222
1490.88,50,-43.0837,69649,84937.6,18.3129
1490.98,50,-81.0099,69639.5,84947.7,18.3036
1491.08,50,-67.6008,69625.8,84949.9,18.2944
1491.18,50,-66.0226,69613,84955.2,18.2851
1491.28,50,59.6903,69600.3,84960.8,18.2759
1491.38,50,130.176,69612.3,84967.8,18.2666
1491.48,50,156.218,69622.9,84958.9,18.2573
1491.58,50,156.788,69628.5,84946.2,18.2481
1491.68,50,104.563,69633.9,84933.4,18.2388
1491.78,50,-16.3064,69647.4,84929.9,18.2296
1491.88,50,-65.5692,69643.5,84943.3,18.2203
1491.98,50,-69.8678,69630.8,84949,18.211
1492.08,50,-89.3168,69617.8,84953.8,18.2018
1492.18,50,10.1443,69603.9,84953.9,18.1925
1492.28,50,111.732,69606.4,84967.6,18.1833
1492.38,50,151.885,69619.3,84962.5,18.174
1492.48,50,138.422,69625.8,84950.2,18.1647
1492.58,50,147.79,69635,84939.8,18.1555
1492.68,50,25.5489,69642.4,84928.1,18.1462
1492.78,50,-52.6541,69648.4,84940.6,18.137
1492.88,50,-83.5716,69637.4,84949,18.1277
1492.98,50,-78.1502,69623.6,84950.6,18.1185
1493.08,50,-43.3826,69610,84953.4,18.1092
1493.18,50,81.6149,69600.4,84963.5,18.0999
1493.28,50,136.619,69614.2,84965.6,18.0907
1493.38,50,148.378,69623.7,84955.5,18.0814
1493.48,50,163.566,69631,84943.6,18.0722
1493.58,50,76.4079,69634.9,84930.3,18.0629
1493.68,50,-31.7126,69648.4,84933.6,18.0536
1493.78,50,-73.8436,69641.1,84945.4,18.0444
1493.88,50,-63.6324,69627.8,84949.3,18.0351
1493.98,50,-80.2557,69615.4,84955.4,18.0259
1494.08,50,36.736,69601.7,84957.8,18.0166
1494.18,50,122.722,69610,84968.9,18.0073
1494.28,50,157.346,69621.6,84961.4,17.9981
1494.38,50,147.251,69627,84948.6,17.9888
1494.48,50,129.064,69634.5,84936.9,17.9796
1494.58,50,2.21157,69645.3,84928.1,17.9703
1494.68,50,-59.6545,69645.8,84942,17.961
